epoch,loss,iou,dice,val_loss,val_iou,val_dice
51,0.17691019464467392,0.6686319765008863,0.7916084552397493,0.1253398843720311,0.7499261576621259,0.8536571674659604
52,0.17198273655576785,0.6738271730356529,0.7981365796972494,0.13264422191948186,0.7268474092249011,0.8365988252592869
53,0.17358788963956912,0.6679268662558228,0.7931266439254167,0.10700734399381231,0.7824437735510654,0.875639729812497
54,0.1667280969683264,0.6847366081153761,0.8053921690729798,0.1070876298624961,0.7862299475513521,0.8776339605206349
55,0.16167764671024729,0.6880959610714287,0.8060222624755297,0.10918820441746321,0.7790110189406598,0.8737491984836391
56,0.16552050594912202,0.6821920609132188,0.802715615903745,0.11871791869157651,0.7540932844896786,0.8563944247902416
57,0.16839779965335228,0.6843976667914234,0.8041820653149339,0.10050106567681813,0.7904112182679723,0.879432134940976
58,0.1514045531388189,0.7122433698568188,0.8239838356365923,0.0989518682243394,0.7932952065936855,0.8817449329329319
59,0.14884080994324606,0.714361726626998,0.8266881743415457,0.11233482375496724,0.7711234669216344,0.8682649233302132
60,0.16166036295109107,0.6923081635451708,0.8095122109182545,0.10959348998597411,0.7754795756496367,0.871429042737992
61,0.1516299957378966,0.7086829108292939,0.8214865424593941,0.09987409376218671,0.7871893605247873,0.8789321780204773
62,0.1483376431660574,0.7144873547749441,0.8269330470776949,0.10419161031480695,0.7884570145216144,0.8788368438110977
63,0.14910969232804464,0.7138973528244457,0.8246621631208013,0.09515181049460271,0.7982103443536602,0.8853709707494641
64,0.1597148647501332,0.6962153488983873,0.8122043106399599,0.10296333715563914,0.7921889414552783,0.8808679404805918
65,0.15649517845423494,0.7001213370288004,0.8157496528058755,0.11264760914396067,0.7668716252827253,0.8628934289588303
66,0.14479708998296104,0.723108100842257,0.831771717452612,0.10263378618926298,0.7867542075329139,0.8774107684854602
67,0.15635728949039687,0.6957983049701472,0.8135621919006598,0.09001363288672244,0.811406822478185,0.8942405688958089
68,0.15903080691446048,0.6939526605801504,0.8107623272254819,0.11840436308354628,0.7579839542263844,0.8586473279312009
69,0.157755387153049,0.6980044442366381,0.8130438559856571,0.09431944231762261,0.8019728211105847,0.8866523259975871
70,0.1486953482581455,0.7165128017058138,0.8288104275210959,0.09009846733486065,0.8141331926721042,0.894911377156367
71,0.1330752855197328,0.7421279657082479,0.8455948177419725,0.0945605420675434,0.8028110510013142,0.8889916900728569
72,0.14704141665066853,0.7176652196489397,0.8278248510399803,0.175913218225612,0.6808356266529834,0.8008319999350876
73,0.14611874774220537,0.7262290288678935,0.8352446248296832,0.09296836081098338,0.806400224810741,0.8894814741416056
74,0.14272696466841658,0.7236775091437043,0.8317327560459982,0.08710447955326955,0.8138863063249432,0.8942704190973376
75,0.14058208734285635,0.7275714000961819,0.8344503885409871,0.09284097676882978,0.8037867096603893,0.8887982710463102
76,0.1423041891367709,0.7256735069829909,0.8339175748043373,0.09007405587395684,0.8077650294929254,0.8910599487726806
77,0.13418774795336802,0.7337714323743445,0.841273936580439,0.13798998210762367,0.7202568337565562,0.8306284224400755
78,0.14797591103515664,0.7178028283304856,0.8274223572406613,0.09384180092420734,0.80290650930561,0.8891510015628377
79,0.1405103003575665,0.729548766476209,0.835200196895443,0.09042353042569316,0.8133165132803996,0.893869222187605
80,0.12065266817808151,0.765947698081126,0.8613159026278824,0.0810145164122347,0.8258909915314346,0.9021629857235267
81,0.11511110010572144,0.7675913902091198,0.8637746621350773,0.07788314517648494,0.8337489522871424,0.9075414147533354
82,0.12255364992335195,0.7614934542140023,0.8603719057606869,0.07898359941165956,0.831701036359443,0.9053775502032921
83,0.11654202575932761,0.7657305385734214,0.8620842995702244,0.0765266837399514,0.8392961435630674,0.9109347110888997
84,0.11806506068125124,0.7679834991204934,0.8623815398724353,0.0814596981298728,0.8241073958209304,0.9008152797573903
85,0.12092706442001414,0.7629895834404914,0.8591370406698008,0.08111724941456905,0.828706826342911,0.90463794841141
86,0.11766524704509095,0.7710695001678388,0.8647645931752002,0.07569101434506353,0.8370503372833377,0.9098840140905536
87,0.11507596628221332,0.7708043800514253,0.8648867387263501,0.07768996853808888,0.8325379207486012,0.9072374085910985
88,0.11254062008906583,0.776172648199269,0.869285447187111,0.07809576227283868,0.8332811945774516,0.907399836133738
89,0.11857374006363212,0.7624864817642775,0.8577427807890001,0.08002232894545695,0.8293909577072643,0.9050702550372139
90,0.11140587214441573,0.7754948818292774,0.8691822007054189,0.07662819570205251,0.8339610324531305,0.9078368954971189
91,0.10868679964151538,0.7842405406666584,0.8735707732009106,0.07787760945617175,0.834977246698786,0.9080606122485927
92,0.10458568611838778,0.7894413075486167,0.8777319906187839,0.07462663673719422,0.8406141761873589,0.9115463104404387
93,0.10691069631425083,0.7812201363629983,0.8721199888186376,0.08538722369025965,0.815284221875863,0.8949830014197553
94,0.10439349820867913,0.7888411620601279,0.877772462661149,0.07602250466092689,0.8349586637293707,0.9080230974760212
95,0.09581246746123814,0.8013245250846519,0.886884657085919,0.07028361898465235,0.8483938359823383,0.9166907873310026
96,0.10583758977104406,0.7879233145322956,0.8754268899315694,0.0756943021274981,0.8371532031747161,0.9094921350479126
97,0.1087075229123479,0.7825463507019106,0.8728757681416683,0.07432944229880317,0.8410082215168437,0.9122952877498064
98,0.1032392364606017,0.7865772716334609,0.8766955176337821,0.07532074809318683,0.8359821653756939,0.9085865538628375
99,0.1092326105801297,0.7810573316499835,0.8734580454279165,0.07556137204414508,0.8391495083199173,0.9105110295483323
100,0.10761139393768838,0.7830050726894473,0.8729950033250402,0.074418771401292,0.8398819038125335,0.9115674837690885
101,0.10080707973999078,0.7912140899017209,0.879129420782699,0.07418539088036193,0.8384733268472014,0.9106687258501522
102,0.10742161016850198,0.7815926653928444,0.8718085616338448,0.07133354716857926,0.8435832115470386,0.9132577210176186
103,0.09461063763401548,0.8038572224437214,0.8883048408344144,0.07859244618992337,0.8328660921972306,0.9064362508351685
104,0.0931944633360769,0.8085099082501208,0.8914256589334519,0.07420409153230854,0.8395838893827845,0.9109219156327795
105,0.10028771781286255,0.7946226398964398,0.881167117200914,0.06808774857247463,0.8515707039442219,0.9183214277517601
106,0.0971867982908839,0.7996162554768266,0.8841853386065999,0.06740095851118447,0.8540477410691684,0.9198840104165624
107,0.08884573378218491,0.8166071821431644,0.8965476296964239,0.0686987648244764,0.8521292072827699,0.9190099679055761
108,0.09982660602106423,0.7977003760513712,0.8824736534572039,0.06596087810934567,0.857260130467962,0.9222578181595099
109,0.0922391009440676,0.8068858834563709,0.8902874623165756,0.06412116096156542,0.857806960090262,0.9223293300534858
110,0.09327688565874687,0.8080085046955796,0.8909528905250987,0.06603874785245442,0.8567594319093422,0.9215706332785184
111,0.08769672534993438,0.8174052590229473,0.8963193429298089,0.07171995669114785,0.8465624647062333,0.9154141965459605
112,0.09640893508054194,0.7995420095861935,0.8832032431344516,0.06752674281597137,0.8529257403045404,0.9192967483254729
113,0.08563423718585343,0.8192592277878621,0.8979771454803279,0.06531220992080501,0.8583150642817138,0.9226727583369271
114,0.08475638843584256,0.8202469573646295,0.8989724370299793,0.06676904771660196,0.8536541090636957,0.9195618854194391
115,0.08836469330565362,0.8142605355528535,0.8945452624657115,0.06804413018656559,0.8510020971298218,0.9180583963628675
116,0.09089657936061991,0.8117972834676993,0.8919045959339768,0.06371137487595199,0.8612113770891409,0.9243721805635046
117,0.08156739156998571,0.8271819069737294,0.9030016318696444,0.06690817833191058,0.8531585873150435,0.9188970034239722
118,0.08368663233323176,0.8284918394733648,0.9037936251671588,0.06602856290877843,0.8548655001843561,0.9204888138614717
119,0.09480605592004589,0.8072919251977421,0.8894273541012748,0.06753320350754456,0.8555709084526437,0.9207603452635593
120,0.08665267205568122,0.8178184437947195,0.8973633734906306,0.06927543206781638,0.8509653200868701,0.9182587422308375
